timestamp,device_id,fw_version,uptime_s,rssi,temp,hum,light_raw,light_lux_approx
2026-07-07 19:05:09,node-01,1.0.0,510,-47,31.4,74.3,67,16
2026-07-07 19:05:23,node-01,1.0.0,525,-43,31.4,74.4,225,54
2026-07-07 19:05:38,node-01,1.0.0,540,-46,31.4,74.5,275,67
2026-07-07 19:05:53,node-01,1.0.0,555,-46,31.4,74.3,285,69
2026-07-07 19:06:08,node-01,1.0.0,570,-42,31.4,74.4,275,67
2026-07-07 19:06:23,node-01,1.0.0,585,-55,31.5,74.4,267,65
2026-07-07 19:06:38,node-01,1.0.0,600,-45,31.4,74.4,80,19
2026-07-07 19:06:53,node-01,1.0.0,615,-47,31.4,74.4,80,19
2026-07-07 19:07:08,node-01,1.0.0,630,-49,31.4,74.5,74,18
2026-07-07 19:07:23,node-01,1.0.0,645,-47,31.4,74.5,81,19
2026-07-07 19:07:38,node-01,1.0.0,660,-44,31.4,74.6,72,17
2026-07-07 19:07:53,node-01,1.0.0,675,-51,31.3,74.7,77,18
2026-07-07 19:08:08,node-01,1.0.0,690,-51,31.3,74.7,76,18
2026-07-07 19:08:23,node-01,1.0.0,705,-50,31.2,74.8,77,18
2026-07-07 19:08:38,node-01,1.0.0,720,-52,31.3,74.8,76,18
2026-07-07 19:08:53,node-01,1.0.0,735,-47,31.2,74.8,77,18
2026-07-07 19:09:08,node-01,1.0.0,750,-51,31.2,74.9,81,19
2026-07-07 19:09:23,node-01,1.0.0,765,-52,31.1,75,78,19
2026-07-07 19:09:38,node-01,1.0.0,780,-52,31.1,75.1,76,18
2026-07-07 19:09:53,node-01,1.0.0,795,-45,31.2,75,73,17
2026-07-07 19:10:08,node-01,1.0.0,810,-47,31.3,75.1,77,18
2026-07-07 19:10:23,node-01,1.0.0,825,-49,31.3,74.8,82,20
2026-07-07 19:10:38,node-01,1.0.0,840,-49,31.3,74.8,79,19
2026-07-07 19:10:53,node-01,1.0.0,855,-52,31.3,74.7,75,18
2026-07-07 19:11:08,node-01,1.0.0,870,-43,31.3,74.7,75,18
2026-07-07 19:11:23,node-01,1.0.0,885,-51,31.3,74.8,75,18
2026-07-07 19:11:38,node-01,1.0.0,900,-51,31.3,75.1,73,17
2026-07-07 19:11:53,node-01,1.0.0,915,-51,31.3,75,74,18
2026-07-07 19:12:08,node-01,1.0.0,930,-45,31.2,75,81,19
2026-07-07 19:12:23,node-01,1.0.0,945,-45,31.2,75.1,74,18
2026-07-07 19:12:38,node-01,1.0.0,960,-45,31.2,75.2,77,18
2026-07-07 19:12:53,node-01,1.0.0,975,-46,31.2,75.1,77,18
2026-07-07 19:13:08,node-01,1.0.0,990,-44,31.1,75.3,73,17
2026-07-07 19:13:23,node-01,1.0.0,1005,-48,31.1,75.4,81,19
2026-07-07 19:13:38,node-01,1.0.0,1020,-51,31,75.5,77,18
2026-07-07 19:13:53,node-01,1.0.0,1035,-50,31,75.6,71,17
2026-07-07 19:14:08,node-01,1.0.0,1050,-52,31.1,75.6,76,18
2026-07-07 19:14:23,node-01,1.0.0,1065,-51,31.1,75.5,76,18
2026-07-07 19:14:38,node-01,1.0.0,1080,-40,31.1,75.6,68,16
2026-07-07 19:14:53,node-01,1.0.0,1095,-52,31.1,75.5,74,18
2026-07-07 19:15:08,node-01,1.0.0,1110,-54,31.1,75.5,74,18
2026-07-07 19:15:23,node-01,1.0.0,1125,-57,31,75.5,77,18
2026-07-07 19:15:38,node-01,1.0.0,1140,-50,31.1,75.6,81,19
2026-07-07 19:15:53,node-01,1.0.0,1155,-47,31,75.7,78,19
2026-07-07 19:16:08,node-01,1.0.0,1170,-48,31,75.6,73,17
2026-07-07 19:16:23,node-01,1.0.0,1185,-51,31,75.5,73,17
2026-07-07 19:16:38,node-01,1.0.0,1200,-62,30.9,75.6,71,17
2026-07-07 19:16:53,node-01,1.0.0,1215,-47,30.9,75.7,70,17
2026-07-07 19:17:08,node-01,1.0.0,1230,-51,30.8,75.8,81,19
2026-07-07 19:17:23,node-01,1.0.0,1245,-53,30.7,75.7,76,18
2026-07-07 19:17:38,node-01,1.0.0,1260,-55,30.7,75.9,78,19
2026-07-07 19:17:53,node-01,1.0.0,1275,-53,30.8,76.1,75,18
2026-07-07 19:18:08,node-01,1.0.0,1290,-52,30.8,75.9,45,10
2026-07-07 19:18:23,node-01,1.0.0,1305,-54,30.9,75.8,54,13
2026-07-07 19:18:38,node-01,1.0.0,1320,-55,30.9,75.6,78,19
2026-07-07 19:18:53,node-01,1.0.0,1335,-55,30.9,75.8,75,18
2026-07-07 19:19:08,node-01,1.0.0,1350,-57,31,75.5,73,17
2026-07-07 19:19:23,node-01,1.0.0,1365,-53,31,75.5,83,20
2026-07-07 19:19:38,node-01,1.0.0,1380,-52,30.9,75.4,80,19
2026-07-07 19:19:53,node-01,1.0.0,1395,-53,30.9,75.4,76,18
2026-07-07 19:20:08,node-01,1.0.0,1410,-54,30.9,75.4,254,62
2026-07-07 19:20:23,node-01,1.0.0,1425,-53,30.9,75.6,243,59
2026-07-07 19:20:38,node-01,1.0.0,1440,-61,30.9,75.5,244,59
2026-07-07 19:20:53,node-01,1.0.0,1455,-54,30.8,75.2,242,59
2026-07-07 19:21:08,node-01,1.0.0,1470,-54,30.9,75.4,241,58
2026-07-07 19:21:23,node-01,1.0.0,1485,-54,31,75.4,243,59
2026-07-07 19:21:38,node-01,1.0.0,1500,-62,31,75.3,235,57
2026-07-07 19:21:53,node-01,1.0.0,1515,-60,31,75.2,241,58
2026-07-07 19:22:08,node-01,1.0.0,1530,-55,31,75.1,229,55
2026-07-07 19:22:23,node-01,1.0.0,1545,-50,31,75.1,64,15
2026-07-07 19:22:38,node-01,1.0.0,1560,-54,31,75,63,15
2026-07-07 19:22:53,node-01,1.0.0,1575,-58,30.9,74.9,77,18
2026-07-07 19:23:08,node-01,1.0.0,1590,-56,31,75.1,73,17
2026-07-07 19:23:23,node-01,1.0.0,1605,-55,30.9,75.1,73,17
2026-07-07 19:23:38,node-01,1.0.0,1620,-55,30.9,75.1,70,17
2026-07-07 19:23:53,node-01,1.0.0,1635,-61,30.9,74.9,71,17
2026-07-07 19:24:08,node-01,1.0.0,1650,-54,30.9,74.9,68,16
2026-07-07 19:24:23,node-01,1.0.0,1665,-60,30.9,75.1,66,16
2026-07-07 19:24:38,node-01,1.0.0,1680,-51,30.9,75,6,1
2026-07-07 19:24:53,node-01,1.0.0,1695,-58,30.9,75.2,74,18
2026-07-07 19:25:08,node-01,1.0.0,1710,-57,30.9,75.2,68,16
2026-07-07 19:25:23,node-01,1.0.0,1725,-59,30.9,74.9,73,17
2026-07-07 19:25:38,node-01,1.0.0,1740,-54,30.9,75.1,68,16
2026-07-07 19:25:53,node-01,1.0.0,1755,-54,30.9,75,80,19
2026-07-07 19:26:08,node-01,1.0.0,1770,-57,30.9,74.9,68,16
2026-07-07 19:26:23,node-01,1.0.0,1785,-54,30.9,74.8,68,16
2026-07-07 19:26:38,node-01,1.0.0,1800,-52,30.8,74.8,66,16
2026-07-07 19:26:53,node-01,1.0.0,1815,-57,30.9,75,73,17
2026-07-07 19:27:08,node-01,1.0.0,1830,-57,30.8,74.9,71,17
2026-07-07 19:27:23,node-01,1.0.0,1845,-56,30.9,74.9,72,17
2026-07-07 19:27:38,node-01,1.0.0,1860,-63,30.9,74.7,74,18
2026-07-07 19:27:53,node-01,1.0.0,1875,-53,30.8,74.8,30,7
2026-07-07 19:28:08,node-01,1.0.0,1890,-53,30.8,74.8,72,17
2026-07-07 19:28:23,node-01,1.0.0,1905,-53,30.9,74.8,76,18
2026-07-07 19:28:38,node-01,1.0.0,1920,-53,30.8,74.8,72,17
2026-07-07 19:28:53,node-01,1.0.0,1935,-71,30.9,74.8,76,18
2026-07-07 19:29:08,node-01,1.0.0,1950,-73,30.9,74.6,75,18
2026-07-07 19:29:23,node-01,1.0.0,1965,-69,30.8,74.5,78,19
2026-07-07 19:29:38,node-01,1.0.0,1980,-66,30.8,74.7,72,17
2026-07-07 19:29:53,node-01,1.0.0,1995,-72,30.8,74.6,78,19
2026-07-07 19:30:08,node-01,1.0.0,2010,-66,30.8,74.6,75,18
2026-07-07 19:30:23,node-01,1.0.0,2025,-56,30.8,74.7,75,18
2026-07-07 19:30:38,node-01,1.0.0,2040,-49,30.8,74.7,76,18
2026-07-07 19:30:53,node-01,1.0.0,2055,-48,30.8,74.7,72,17
2026-07-07 19:31:08,node-01,1.0.0,2070,-68,30.7,74.7,70,17
2026-07-07 19:31:23,node-01,1.0.0,2085,-67,30.8,74.7,74,18
2026-07-07 19:31:38,node-01,1.0.0,2100,-53,30.7,74.8,72,17
2026-07-07 19:31:53,node-01,1.0.0,2115,-79,30.7,74.8,75,18
2026-07-07 19:32:08,node-01,1.0.0,2130,-41,30.7,74.9,74,18
2026-07-07 19:32:23,node-01,1.0.0,2145,-70,30.7,74.7,74,18
2026-07-07 19:32:38,node-01,1.0.0,2160,-78,30.7,74.7,72,17
2026-07-07 19:32:53,node-01,1.0.0,2175,-77,30.8,74.6,75,18
2026-07-07 19:33:08,node-01,1.0.0,2190,-81,30.7,74.6,75,18
2026-07-07 19:33:23,node-01,1.0.0,2205,-80,30.8,74.6,73,17
2026-07-07 19:33:38,node-01,1.0.0,2220,-80,30.8,74.7,72,17
2026-07-07 19:33:53,node-01,1.0.0,2235,-74,30.7,74.7,66,16
2026-07-07 19:34:08,node-01,1.0.0,2250,-78,30.7,74.6,77,18
2026-07-07 19:34:23,node-01,1.0.0,2265,-79,30.7,74.7,66,16
2026-07-07 19:34:38,node-01,1.0.0,2280,-75,30.7,74.7,72,17
2026-07-07 19:34:53,node-01,1.0.0,2295,-86,30.7,74.7,71,17
2026-07-07 19:35:08,node-01,1.0.0,2310,-79,30.7,74.7,75,18
2026-07-07 19:35:23,node-01,1.0.0,2325,-82,30.7,74.7,73,17
2026-07-07 19:35:38,node-01,1.0.0,2340,-80,30.6,74.8,75,18
2026-07-07 19:35:53,node-01,1.0.0,2355,-82,30.6,74.9,74,18
2026-07-07 19:36:08,node-01,1.0.0,2370,-73,30.6,75,69,16
2026-07-07 19:36:23,node-01,1.0.0,2385,-85,30.6,75,76,18
2026-07-07 19:36:38,node-01,1.0.0,2400,-80,30.6,75,74,18
2026-07-07 19:36:53,node-01,1.0.0,2415,-74,30.7,74.8,72,17
2026-07-07 19:37:08,node-01,1.0.0,2430,-77,30.6,75,69,16
2026-07-07 19:37:23,node-01,1.0.0,2445,-84,30.6,75,73,17
2026-07-07 19:37:38,node-01,1.0.0,2460,-81,30.6,75.1,74,18
2026-07-07 19:37:53,node-01,1.0.0,2475,-81,30.6,75.1,80,19
2026-07-07 19:38:08,node-01,1.0.0,2490,-75,30.6,75.2,80,19
2026-07-07 19:38:23,node-01,1.0.0,2505,-76,30.6,75.1,77,18
2026-07-07 19:38:38,node-01,1.0.0,2520,-75,30.6,75.3,71,17
2026-07-07 19:38:53,node-01,1.0.0,2535,-76,30.6,75.2,72,17
2026-07-07 19:39:08,node-01,1.0.0,2550,-70,30.6,75.2,79,19
2026-07-07 19:39:23,node-01,1.0.0,2565,-83,30.6,75.2,70,17
2026-07-07 19:39:38,node-01,1.0.0,2580,-79,30.6,75.2,78,19
2026-07-07 19:39:53,node-01,1.0.0,2595,-78,30.6,75.2,71,17
2026-07-07 19:40:08,node-01,1.0.0,2610,-75,30.7,75.1,70,17
2026-07-07 19:40:23,node-01,1.0.0,2625,-86,30.7,75,71,17
2026-07-07 19:40:38,node-01,1.0.0,2640,-84,30.7,74.9,71,17
2026-07-07 19:40:53,node-01,1.0.0,2655,-76,30.7,74.9,76,18
2026-07-07 19:41:08,node-01,1.0.0,2670,-78,30.7,75,70,17
2026-07-07 19:41:23,node-01,1.0.0,2685,-79,30.7,75,76,18
2026-07-07 19:41:38,node-01,1.0.0,2700,-73,30.7,74.9,76,18
2026-07-07 19:41:53,node-01,1.0.0,2715,-85,30.7,74.9,66,16
2026-07-07 19:42:08,node-01,1.0.0,2730,-72,30.7,75.1,74,18
2026-07-07 19:42:23,node-01,1.0.0,2745,-83,30.8,74.9,70,17
2026-07-07 19:42:38,node-01,1.0.0,2760,-90,30.8,74.8,73,17
2026-07-07 19:42:53,node-01,1.0.0,2775,-80,30.8,74.7,67,16
2026-07-07 19:43:08,node-01,1.0.0,2790,-85,30.9,74.7,71,17
2026-07-07 19:43:23,node-01,1.0.0,2805,-86,30.8,74.8,77,18
2026-07-07 19:43:38,node-01,1.0.0,2820,-73,30.8,74.8,73,17
2026-07-07 19:43:53,node-01,1.0.0,2835,-82,30.8,74.8,74,18
2026-07-07 19:44:08,node-01,1.0.0,2850,-75,30.7,75,74,18
2026-07-07 19:44:23,node-01,1.0.0,2865,-73,30.7,75,73,17
2026-07-07 19:44:38,node-01,1.0.0,2880,-84,30.7,75.1,76,18
2026-07-07 19:44:53,node-01,1.0.0,2895,-81,30.7,75.1,74,18
2026-07-07 19:45:08,node-01,1.0.0,2910,-74,30.7,75.1,73,17
2026-07-07 19:45:23,node-01,1.0.0,2925,-78,30.7,75.1,74,18
2026-07-07 19:45:38,node-01,1.0.0,2940,-76,30.7,75.1,68,16
2026-07-07 19:45:53,node-01,1.0.0,2955,-77,30.7,75.2,75,18
2026-07-07 19:46:08,node-01,1.0.0,2970,-83,30.6,75.3,75,18
2026-07-07 19:46:23,node-01,1.0.0,2985,-80,30.6,75.3,75,18
2026-07-07 19:46:38,node-01,1.0.0,3000,-73,30.6,75.4,73,17
2026-07-07 19:46:53,node-01,1.0.0,3015,-75,30.6,75.5,77,18
2026-07-07 19:47:08,node-01,1.0.0,3030,-75,30.5,75.4,68,16
2026-07-07 19:47:23,node-01,1.0.0,3045,-72,30.5,75.5,72,17
2026-07-07 19:47:38,node-01,1.0.0,3060,-77,30.5,75.5,75,18
2026-07-07 19:47:53,node-01,1.0.0,3075,-74,30.5,75.5,76,18
2026-07-07 19:48:08,node-01,1.0.0,3090,-73,30.5,75.5,71,17
2026-07-07 19:48:23,node-01,1.0.0,3105,-77,30.5,75.4,76,18
2026-07-07 19:48:38,node-01,1.0.0,3120,-78,30.5,75.5,59,14
2026-07-07 19:48:55,node-01,1.0.0,3135,-78,30.5,75.5,61,14
2026-07-07 19:49:30,node-01,1.0.0,3165,-77,30.4,75.6,62,15
2026-07-07 19:49:38,node-01,1.0.0,3180,-83,30.4,75.5,60,14
2026-07-07 19:49:53,node-01,1.0.0,3195,-61,30.5,75.6,73,17
2026-07-07 19:50:08,node-01,1.0.0,3210,-36,30.4,75.4,76,18
2026-07-07 19:50:23,node-01,1.0.0,3225,-35,30.4,75.4,63,15
2026-07-07 19:50:38,node-01,1.0.0,3240,-35,30.4,75.5,78,19
2026-07-07 19:50:53,node-01,1.0.0,3255,-35,30.4,75.5,77,18
2026-07-07 19:51:08,node-01,1.0.0,3270,-32,30.4,75.5,75,18
2026-07-07 19:51:23,node-01,1.0.0,3285,-34,30.4,75.5,64,15
2026-07-07 19:51:38,node-01,1.0.0,3300,-34,30.4,75.5,74,18
2026-07-07 19:51:53,node-01,1.0.0,3315,-34,30.4,75.5,72,17
2026-07-07 19:52:08,node-01,1.0.0,3330,-36,30.4,75.4,79,19
2026-07-07 19:52:23,node-01,1.0.0,3345,-37,30.3,75.3,78,19
2026-07-07 19:52:38,node-01,1.0.0,3360,-35,30.3,75.2,77,18
2026-07-07 19:52:53,node-01,1.0.0,3375,-38,30.3,75.3,78,19
2026-07-07 19:53:08,node-01,1.0.0,3390,-35,30.3,75.3,77,18
2026-07-07 19:53:23,node-01,1.0.0,3405,-38,30.3,75.3,76,18
2026-07-07 19:53:38,node-01,1.0.0,3420,-35,30.2,75.2,79,19
2026-07-07 19:53:53,node-01,1.0.0,3435,-37,30.2,75.3,74,18
2026-07-07 19:54:08,node-01,1.0.0,3450,-35,30.2,75.4,76,18
2026-07-07 19:54:23,node-01,1.0.0,3465,-35,30.2,75.4,75,18
2026-07-07 19:54:38,node-01,1.0.0,3480,-36,30.2,75.4,74,18
2026-07-07 19:54:53,node-01,1.0.0,3495,-35,30.2,75.4,75,18
2026-07-07 19:55:08,node-01,1.0.0,3510,-36,30.2,75.5,75,18
2026-07-07 19:55:23,node-01,1.0.0,3525,-37,30.2,75.5,80,19
2026-07-07 19:55:38,node-01,1.0.0,3540,-36,30.2,75.5,74,18
2026-07-07 19:55:53,node-01,1.0.0,3555,-39,30.1,75.4,77,18
2026-07-07 19:56:08,node-01,1.0.0,3570,-36,30.1,75.4,74,18
2026-07-07 19:56:23,node-01,1.0.0,3585,-37,30.1,75.5,69,16
2026-07-07 19:56:38,node-01,1.0.0,3600,-39,30.1,75.5,74,18
2026-07-07 19:56:53,node-01,1.0.0,3615,-36,30.1,75.5,76,18
2026-07-07 19:57:08,node-01,1.0.0,3630,-36,30.1,75.4,76,18
2026-07-07 19:57:23,node-01,1.0.0,3645,-36,30.1,75.4,75,18
2026-07-07 19:57:38,node-01,1.0.0,3660,-38,30.1,75.5,79,19
2026-07-07 19:57:53,node-01,1.0.0,3675,-36,30.1,75.4,74,18
2026-07-07 19:58:08,node-01,1.0.0,3690,-36,30.1,75.5,70,17
2026-07-07 19:58:23,node-01,1.0.0,3705,-39,30.1,75.5,76,18
2026-07-07 19:58:38,node-01,1.0.0,3720,-77,30.1,75.6,63,15
2026-07-07 19:58:53,node-01,1.0.0,3735,-49,30.1,75.5,79,19
2026-07-07 19:59:08,node-01,1.0.0,3750,-49,30.1,75.6,77,18
2026-07-07 19:59:23,node-01,1.0.0,3765,-87,30.1,75.5,76,18
2026-07-07 19:59:38,node-01,1.0.0,3780,-75,30.1,75.4,68,16
2026-07-07 19:59:53,node-01,1.0.0,3795,-72,30.1,75.5,78,19
2026-07-07 20:00:08,node-01,1.0.0,3810,-67,30.1,75.7,72,17
2026-07-07 20:00:23,node-01,1.0.0,3825,-67,30.1,75.6,73,17
2026-07-07 20:00:38,node-01,1.0.0,3840,-69,30.1,75.6,77,18
2026-07-07 20:00:53,node-01,1.0.0,3855,-57,30.1,75.6,87,21
2026-07-07 20:01:08,node-01,1.0.0,3870,-15,30.1,75.7,50,12
2026-07-07 20:01:23,node-01,1.0.0,3885,-71,30.1,75.6,72,17
2026-07-07 20:01:38,node-01,1.0.0,3900,-47,30.1,75.7,71,17
2026-07-07 20:01:53,node-01,1.0.0,3915,-73,30.1,75.7,76,18
2026-07-07 20:02:08,node-01,1.0.0,3930,-60,30.1,75.8,87,21
2026-07-07 20:02:23,node-01,1.0.0,3945,-57,30.1,75.7,78,19
2026-07-07 20:02:38,node-01,1.0.0,3960,-63,30.1,75.7,72,17
2026-07-07 20:02:53,node-01,1.0.0,3975,-74,30.1,75.7,76,18
2026-07-07 20:03:08,node-01,1.0.0,3990,-68,30.1,75.7,74,18
2026-07-07 20:03:23,node-01,1.0.0,4005,-64,30.1,75.7,72,17
2026-07-07 20:03:38,node-01,1.0.0,4020,-75,30.1,75.7,74,18
2026-07-07 20:03:53,node-01,1.0.0,4035,-54,30.1,75.6,78,19
2026-07-07 20:04:08,node-01,1.0.0,4050,-72,30.1,75.5,73,17
2026-07-07 20:04:23,node-01,1.0.0,4065,-82,30.1,75.6,76,18
2026-07-07 20:04:38,node-01,1.0.0,4080,-80,30.1,75.6,74,18
2026-07-07 20:04:53,node-01,1.0.0,4095,-80,30.1,75.5,78,19
2026-07-07 20:05:08,node-01,1.0.0,4110,-75,30.1,75.5,72,17
2026-07-07 20:05:23,node-01,1.0.0,4125,-80,30,75.5,233,56
2026-07-07 20:05:38,node-01,1.0.0,4140,-83,30,74.8,205,50
2026-07-07 20:05:53,node-01,1.0.0,4155,-78,29.9,75,208,50
2026-07-07 20:06:08,node-01,1.0.0,4170,-77,29.9,75,213,52
2026-07-07 20:06:23,node-01,1.0.0,4185,-68,30,75,204,49
2026-07-07 20:06:38,node-01,1.0.0,4200,-66,30,75.1,197,48
2026-07-07 20:06:53,node-01,1.0.0,4215,-59,30,75.4,196,47
2026-07-07 20:07:08,node-01,1.0.0,4230,-69,30,74.7,206,50
2026-07-07 20:07:23,node-01,1.0.0,4245,-72,30,74.7,206,50
2026-07-07 20:07:38,node-01,1.0.0,4260,-72,30,74.9,198,48
2026-07-07 20:07:53,node-01,1.0.0,4275,-68,30,74.9,204,49
2026-07-07 20:08:08,node-01,1.0.0,4290,-69,29.9,75,202,49
2026-07-07 20:08:23,node-01,1.0.0,4305,-68,29.9,75.1,201,49
2026-07-07 20:08:38,node-01,1.0.0,4320,-81,29.9,75.1,198,48
2026-07-07 20:08:53,node-01,1.0.0,4335,-72,29.9,75.2,197,48
2026-07-07 20:09:08,node-01,1.0.0,4350,-69,29.9,75.2,201,49
2026-07-07 20:09:23,node-01,1.0.0,4365,-68,30,75.2,198,48
2026-07-07 20:09:38,node-01,1.0.0,4380,-82,30,75.2,195,47
2026-07-07 20:09:53,node-01,1.0.0,4395,-72,30,75.2,190,46
2026-07-07 20:10:08,node-01,1.0.0,4410,-74,30,75.2,200,48
2026-07-07 20:10:23,node-01,1.0.0,4425,-72,30,75.1,204,49
2026-07-07 20:10:38,node-01,1.0.0,4440,-77,30,75.7,198,48
2026-07-07 20:10:53,node-01,1.0.0,4455,-71,30.1,75.5,190,46
2026-07-07 20:11:08,node-01,1.0.0,4470,-76,30.1,75.4,198,48
2026-07-07 20:11:23,node-01,1.0.0,4485,-55,30.1,75.4,194,47
2026-07-07 20:11:38,node-01,1.0.0,4500,-66,30,75.5,201,49
2026-07-07 20:11:53,node-01,1.0.0,4515,-61,30.1,75.6,193,47
2026-07-07 20:12:08,node-01,1.0.0,4530,-60,30.1,75.6,196,47
2026-07-07 20:12:23,node-01,1.0.0,4545,-68,30.1,75.5,197,48
2026-07-07 20:12:38,node-01,1.0.0,4560,-60,30.1,75.6,196,47
2026-07-07 20:12:53,node-01,1.0.0,4575,-77,30.1,75.6,194,47
2026-07-07 20:13:08,node-01,1.0.0,4590,-69,30.1,75.6,184,44
2026-07-07 20:13:23,node-01,1.0.0,4605,-75,30.1,75.5,190,46
2026-07-07 20:13:38,node-01,1.0.0,4620,-72,30.2,75.6,211,51
2026-07-07 20:13:53,node-01,1.0.0,4635,-83,30.1,75.4,193,47
2026-07-07 20:14:08,node-01,1.0.0,4650,-73,30.1,75.4,195,47
2026-07-07 20:14:23,node-01,1.0.0,4665,-73,30.1,75.4,189,46
2026-07-07 20:14:38,node-01,1.0.0,4680,-71,30.1,75.5,195,47
2026-07-07 20:14:53,node-01,1.0.0,4695,-76,30.1,75.4,188,45
2026-07-07 20:15:08,node-01,1.0.0,4710,-65,30.1,75.4,191,46
2026-07-07 20:15:23,node-01,1.0.0,4725,-86,30.1,75.4,205,50
2026-07-07 20:15:38,node-01,1.0.0,4740,-69,30.1,75.4,194,47
2026-07-07 20:15:53,node-01,1.0.0,4755,-78,30.1,75.5,188,45
2026-07-07 20:16:08,node-01,1.0.0,4770,-63,30.1,75.4,194,47
2026-07-07 20:16:23,node-01,1.0.0,4785,-72,30.1,75.4,183,44
2026-07-07 20:16:38,node-01,1.0.0,4800,-71,30.1,75.4,196,47
2026-07-07 20:16:53,node-01,1.0.0,4815,-82,30.1,75.5,196,47
2026-07-07 20:17:08,node-01,1.0.0,4830,-71,30,75.5,194,47
2026-07-07 20:17:23,node-01,1.0.0,4845,-73,30,75.5,197,48
2026-07-07 20:17:38,node-01,1.0.0,4860,-70,30,75,200,48
2026-07-07 20:17:53,node-01,1.0.0,4875,-77,30,75.5,194,47
2026-07-07 20:18:08,node-01,1.0.0,4890,-70,30,74.9,179,43
2026-07-07 20:18:23,node-01,1.0.0,4905,-70,30,74.9,197,48
2026-07-07 20:18:38,node-01,1.0.0,4920,-76,30,75,175,42
2026-07-07 20:18:53,node-01,1.0.0,4935,-68,29.9,75,193,47
2026-07-07 20:19:08,node-01,1.0.0,4950,-67,30,75,180,43
2026-07-07 20:19:23,node-01,1.0.0,4965,-69,30,74.9,194,47
2026-07-07 20:19:38,node-01,1.0.0,4980,-68,30,74.9,194,47
2026-07-07 20:19:53,node-01,1.0.0,4995,-70,30,74.9,191,46
2026-07-07 20:20:08,node-01,1.0.0,5010,-78,30,74.9,195,47
2026-07-07 20:20:23,node-01,1.0.0,5025,-77,30,74.9,188,45
2026-07-07 20:20:38,node-01,1.0.0,5040,-66,30,74.9,201,49
2026-07-07 20:20:53,node-01,1.0.0,5055,-73,30,74.8,194,47
2026-07-07 20:21:08,node-01,1.0.0,5070,-67,30,74.8,192,46
2026-07-07 20:21:23,node-01,1.0.0,5085,-67,30,74.9,187,45
2026-07-07 20:21:38,node-01,1.0.0,5100,-67,30,74.9,190,46
2026-07-07 20:21:53,node-01,1.0.0,5115,-73,30,74.9,196,47
2026-07-07 20:22:08,node-01,1.0.0,5130,-70,29.9,74.9,194,47
2026-07-07 20:22:23,node-01,1.0.0,5145,-70,30,74.9,176,42
2026-07-07 20:22:38,node-01,1.0.0,5160,-69,30,74.9,189,46
2026-07-07 20:22:53,node-01,1.0.0,5175,-72,30,74.8,198,48
